1730921893.1726284 [INFO] [launch]: All log files can be found below /home/ros2_ws/.ros/log/2024-11-06-16-38-13-171854-thallys-179
1730921893.1727650 [INFO] [launch]: Default logging verbosity is set to INFO
1730921893.7855060 [INFO] [robot_state_publisher-1]: process started with pid [181]
1730921893.7857153 [INFO] [ruby $(which ign) gazebo-2]: process started with pid [183]
1730921893.7858605 [INFO] [create-3]: process started with pid [185]
1730921893.7859774 [INFO] [parameter_bridge-4]: process started with pid [188]
1730921893.9119394 [parameter_bridge-4] [INFO] [1730921893.911566361] [ros_gz_bridge]: Creating GZ->ROS Bridge: [/clock (gz.msg.Clock]) -> /clock (rosgraph_msgs/msg/Clock)] (Lazy 0)
1730921893.9138300 [parameter_bridge-4] [WARN] [1730921893.913611209] [ros_gz_bridge]: Failed to create a bridge for topic [/clock] with ROS2 type [rosgraph_msgs/msg/Clock] to topic [/clock] with Gazebo Transport type [gz.msg.Clock]]
1730921894.6394081 [INFO] [create-3]: process has finished cleanly [pid 185]
1730922981.4094796 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922982.3987939 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922982.4093261 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922983.4004359 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922983.4095321 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922984.4022698 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922984.4111531 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922985.4051695 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922985.4112360 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922986.4024422 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922986.4114442 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922987.4025633 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922987.4153800 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922988.4029841 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922988.4156761 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922989.4028628 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922989.4182384 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922990.4043279 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922990.4165092 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922991.4075205 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922991.4185429 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922992.4075196 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922992.4182882 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922993.4104743 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922993.4185588 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922994.4102426 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922994.4202268 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922995.4103055 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922995.4185071 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922996.4104311 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922996.4187558 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922997.4112811 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922997.4188149 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922998.4163008 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922998.4189661 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922999.4113312 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922999.4221895 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923000.4112568 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923000.4186847 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923001.4113185 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923001.4195123 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923002.4126527 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923002.4188435 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923003.4136250 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923003.4199550 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923004.4140170 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923004.4190090 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923005.4142323 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923005.4190149 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923006.4142077 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923006.4191151 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923007.4125783 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923007.4203358 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923008.4127383 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923008.4203486 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923009.4125383 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923009.4204173 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923010.4186573 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923010.4207833 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923011.4217758 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923011.4224577 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923012.4204648 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923012.4247255 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923013.4171271 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923013.4205933 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923014.4173713 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923014.4206657 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923015.4171515 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923015.4206376 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923016.4224005 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923016.4228394 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923017.4184120 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923017.4222367 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923018.4183450 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923018.4237237 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923019.4213417 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923019.4280138 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923020.4188509 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923020.4256885 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923021.4187629 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923021.4231460 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923022.4186492 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923022.4229083 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923023.4193270 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923023.4243448 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923024.4191618 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923024.4241259 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923025.4189250 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923025.4243970 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923026.4187970 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923026.4244177 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923027.4189949 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923027.4243433 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923028.4190269 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923028.4245105 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923029.4222727 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923029.4273832 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923030.4192021 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923030.4273849 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923031.4191997 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923031.4274657 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923032.4196684 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923032.4276311 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923033.4202380 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923033.4275644 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923034.4193876 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923034.4276395 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923035.4193933 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923035.4275789 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923036.4199817 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923036.4299319 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923037.4196732 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923037.4333415 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923038.4196718 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923038.4293847 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923039.4197502 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923039.4298437 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923040.4200928 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923040.4322400 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923041.4213200 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923041.4323876 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923042.4203382 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923042.4322758 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923043.4205217 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923043.4327466 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923044.4253321 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923044.4329696 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923045.4237108 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923045.4331479 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923046.4238734 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923046.4333115 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923047.4263847 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923047.4330132 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923048.4236670 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923048.4331279 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923049.4283595 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923049.4353116 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923050.4237931 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923050.4412463 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923051.4243438 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923051.4396851 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923052.4243603 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923052.4387467 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923053.4244976 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923053.4389670 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923054.4242616 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923054.4388061 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923055.4244664 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923055.4388533 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923056.4245489 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923056.4388504 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923057.4270301 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923057.4403479 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923058.4267642 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923058.4404061 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923059.4267476 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923059.4402897 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923060.4272292 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923060.4430745 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923061.4270556 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923061.4421866 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923062.4275126 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923062.4426875 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923063.4273219 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923063.4459851 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923064.4275341 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923064.4473159 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923065.4280658 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923065.4454219 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923066.4276717 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923066.4455597 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923067.4294322 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923067.4457440 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923068.4303503 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923068.4460585 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923069.4287503 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923069.4465451 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923070.4289451 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923070.4459944 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923071.4285481 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923071.4460528 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923072.4289777 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923072.4463341 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923073.4302604 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923073.4467621 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923074.4297321 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923074.4468021 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923075.4300649 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923075.4465208 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923076.4303234 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923076.4471552 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923077.4299681 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923077.4469810 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923078.4309502 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923078.4469175 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923079.4312456 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923079.4483402 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923080.4309809 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923080.4533513 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923081.4342635 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923081.4503639 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923082.4322052 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923082.4503448 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923083.4330964 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923083.4507294 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923084.4329011 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923084.4508107 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923085.4328678 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923085.4507978 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923086.4332047 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923086.4508698 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923087.4331853 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923087.4508944 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923088.4334981 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923088.4533186 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923089.4375849 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923089.4537635 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923090.4372864 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923090.4535532 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923091.4375434 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923091.4537830 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923092.4376309 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923092.4535227 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923093.4404070 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923093.4550962 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923094.4415519 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923094.4555681 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923095.4417884 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923095.4598627 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923096.4397316 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923096.4582622 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923097.4425826 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923097.4585934 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923098.4404545 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923098.4644222 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923099.4407046 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923099.4616029 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923100.4409347 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923100.4617755 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923101.4407110 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923101.4624615 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923102.4410982 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923102.4622896 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923103.4409580 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923103.4628344 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923104.4412837 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923104.4646461 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923105.4409757 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923105.4666913 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923106.4411695 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923106.4703751 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923107.4411776 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923107.4695442 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923108.4411578 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923108.4693594 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923109.4412494 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923109.4723084 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923110.4413221 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923110.4725425 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923111.4419649 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923111.4723599 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923112.4429920 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923112.4733391 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923113.4417686 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923113.4732716 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923114.4442530 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923114.4733117 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923115.4441574 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923115.4732022 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923116.4442551 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923116.4744031 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923117.4444642 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923117.4734757 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923118.4443214 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923118.4737425 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923119.4446428 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923119.4814320 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923120.4446003 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923120.4790263 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923121.4446254 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923121.4783952 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923122.4453912 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923122.4770079 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923123.4454603 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923123.4771631 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923124.4457045 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923124.4769399 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923125.4471033 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923125.4770820 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923126.4470284 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923126.4769113 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923127.4467010 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923127.4771979 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923128.4470644 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923128.4773390 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923129.4494643 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923129.4784029 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923130.4469252 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923130.4782898 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923131.4470856 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923131.4823830 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923132.4472022 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923132.4782889 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923133.4472864 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923133.4784296 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923134.4472802 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923134.4813299 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923135.4476862 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923135.4785929 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923136.4477081 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923136.4802196 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923137.4479620 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923137.4795458 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923138.4478815 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923138.4799194 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923139.4493275 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923139.4807606 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923140.4479117 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923140.4842644 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923141.4485078 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923141.4813929 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923142.4483845 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923142.4844341 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923143.4481785 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923143.4815972 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923144.4481347 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923144.4817708 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923145.4494085 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923145.4815369 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923146.4494753 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923146.4819233 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923147.4496047 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923147.4820669 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923148.4508328 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923148.4819145 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923149.4510779 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923149.4822698 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923150.4511225 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923150.4822233 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923151.4514594 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923151.4819930 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923152.4515889 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923152.4821205 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923153.4512734 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923153.4821193 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730923154.4514821 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
